4507002989_00001,89
4507003332_00010,8
4507003345_00001,41
4507003374_00020,102
4507003374_00040,76
4507003374_00050,102
4507003374_00060,91
4507003374_00100,71
4507003374_00150,88
4507003374_00170,21
4507003374_00180,91
4507003429_00010,65
4507003429_00020,62
4507003429_00030,26
4507003620_00140,16
4507003627_00001,34
4507003650_00010,96
4507003652_00010,63
4507003700_00150,11
4507003708_00010,10
4507003790_00010,138
4507003933_00010,47
4507003964_00010,254
4507003964_00020,94
4507003965_00010,130
4507003965_00020,111
4507003965_00030,127
4507003965_00080,136
4507003965_00090,153
4507003965_00160,79
4507003965_00190,21
4507003965_00260,57
4507003966_00010,75
4507004023_00001,14
4507004047_00100,11
4507004060_00010,75
4507004188_00010,10
4507004188_00040,16
4507004227_00060,7
4507004240_00001,147
4507004246_00001,57
4507004348_00050,9
4507004396_00010,145
4507004396_00020,868
4507004396_00030,236
4507004409_00010,56
4507004413_00020,11
4507004413_00210,11
4507004422_00010,87
4507004422_00020,30
4507004422_00040,85
4507004422_00050,80
4507004434_00010,54
4507004520_00010,62
4507004520_00020,26
4507004876_00010,22
4507004900_00001,24
4507004946_00210,15
4507004991_00010,25
4507004991_00020,26
4507004992_00010,49
4507004992_00020,17
4507004994_00010,77
4507005000_00010,39
4507005000_00020,19
4507005000_00030,14
4507005004_00010,72
4507005004_00040,72
4507005004_00060,29
4507005004_00080,40
4507005004_00090,28
4507005004_00120,35
4507005004_00130,23
4507005062_00010,11
4507005152_00030,14
4507005161_00001,30
4507005288_00040,9
4507005344_00001,76
4507005362_00010,8
4507005362_00030,12
4507005362_00040,11
4507005362_00050,7
4507005434_00001,50
4507005472_00290,13
4507005634_00010,65
4507005639_00010,58
4507005649_00010,61
4507005653_00010,8
4507005682_00010,60
4507005688_00010,68
4507005691_00010,72
4507005735_00010,80
4507005744_00010,81
4507005862_00090,12
4507005900_00030,9
4507006011_00001,12
4507006092_00100,10
4507006110_00001,100
4507006261_00010,61
4507006354_00001,55
4507006420_00030,8
4507006434_00001,56
4507006475_00020,19
4507006475_00030,14
4507006658_00010,11
4507006942_00120,13
4507007039_00060,9
4507007084_00220,8
4507007084_00240,9
4507007084_00260,12
4507007084_00330,16
4507007084_00340,15
4507007084_00590,11
4507007113_00220,14
4507007114_00010,68
4507007117_00010,68
4507007120_00010,53
4507007125_00010,76
4507007169_00001,40
4507007194_00190,13
4507007378_00010,7
4507007412_00110,12
4507007414_00010,16
4507007419_00040,8
4507007696_00010,8
4507007729_00010,8
4507007729_00040,9
4507007756_00001,32
4507007812_00010,115
4507007814_00010,58
4507007815_00010,76
4507007819_00010,85
4507007947_00010,80
4507007953_00001,128
4507008040_00010,9
4507008053_00001,18
4507008098_00010,37
4507008098_00020,41
4507008434_00010,10
4507008489_00010,27
4507008515_00001,48
4507008527_00001,36
4507008666_00030,6
4507008802_00190,6
4507008834_00050,7
4507008834_00080,7
4507008834_00120,14
4507008844_00010,11
4507008938_00040,10
4507009253_00010,52
4507009254_00010,16
4507009482_00010,120
4507009638_00010,10
4507009645_00160,14
4507009764_00020,6
4507009776_00020,14
4507009921_00220,12
4507009948_00010,16
4507009971_00010,66
4507010053_00150,20
4507010245_00001,24
4507010750_00001,111
4507010755_00030,9
4507010776_00010,12
4507010781_00001,18
4507010861_00100,12
4507010885_00001,49
4507010932_00020,16
4507011057_00001,11
4507011072_00001,9
4507011279_00001,26
4507011298_00040,27
4507011298_00110,19
4507011298_00150,19
4507011531_00010,72
4507011887_00030,11
4507011912_00060,8
4507011926_00001,33
4507011991_00040,10
4507012084_00020,16
4507012084_00030,16
4507012401_00010,8
4507012686_00010,6
4507012734_00010,11
4507012743_00001,143
4507012811_00001,52
4507012835_00080,13
4507012848_00001,33
4507012854_00001,91
4507012992_00010,37
4507012992_00020,36
4507013078_00001,98
4507013204_00130,12
4507013303_00010,14
4507013309_00010,10
4507013342_00010,8
4507013371_00010,222
4507013372_00010,76
4507013376_00010,11
4507013382_00010,11
4507013396_00001,74
2000013432_00001,23
2000013446_00001,19
2000013448_00001,60
2000013455_00001,58
2000013457_00001,36
2000013460_00001,35
2000013465_00001,41
2000013514_00001,22
2000013523_00001,57
2000013547_00001,39
2000013552_00001,49
2000013553_00001,24
2000013568_00001,62
2000013600_00001,43
2000013601_00001,34
2000013626_00001,20
2000013637_00001,16
4507014367_00010,10
4507014537_00320,15
4507014539_00001,74
4507014949_00040,9
4507015073_00001,61
4507015230_00001,56
4507015441_00001,26
4507015472_00001,135
4507015478_00001,41
4507015511_00010,6
4507015819_00050,15
4507016400_00001,38
4507016657_00001,9
4507016793_00080,8
4507016947_00010,397
4507016950_00010,227
4507016958_00010,148
4507017385_00010,36
4507017385_00020,37
4507017734_00001,121
4507017799_00010,17
4507017812_00001,24
4507017841_00160,9
4507017962_00010,97
4507018003_00020,6
4507018093_00210,22
4507018109_00001,48
4507018341_00030,6
4507018445_00001,50
4507018725_00001,104
4507018730_00001,74
4507018731_00001,35
4507018735_00001,47
4507018948_00001,9
4507019084_00001,127
4507019090_00001,35
4507019187_00010,10
4507019291_00001,54
4507019381_00380,11
4507019381_00630,8
4507019382_00120,10
4507019394_00001,53
4507019507_00020,12
4507019979_00010,13
4507020031_00260,10
4507020031_00380,8
4507020435_00001,10
4507020455_00090,14
4507020569_00040,16
4507020580_00080,12
4507020625_00050,11
4507020747_00010,79
4507020761_00010,18
4507020794_00001,50
4507021324_00010,27
4507021327_00010,12
4507021328_00010,8
4507021330_00001,34
4507021348_00001,119
4507021354_00001,52
4507021376_00290,13
4507021376_00310,14
4507021376_00390,9
4507021438_00010,37
4507021438_00020,37
4507021445_00090,15
4507021450_00090,16
4507021700_00010,32
4507021925_00010,6
4507022013_00510,8
4507022074_00001,36
4507022104_00040,9
4507022323_00010,65
4507022425_00001,32
4507022890_00001,74
4507023388_00010,74
4507023599_00001,148
4507023633_00010,8
4507023633_00020,8
4507024033_00400,12
4507024057_00001,34
4507024273_00001,127
4507024370_00001,45
4507024540_00010,7
4507024594_00001,30
4507024848_00010,7
4507024903_00370,9
4507024903_00620,8
4507024904_00070,8
4507024922_00010,48
4507024931_00001,51
4507025257_00010,11
4507025265_00010,13
4507025270_00001,73
4507025512_00001,9
4507025977_00001,66
4507026057_00001,128
4507026071_00001,54
4507026136_00020,9
4507026208_00080,9
4507026371_00001,145
4507026380_00001,45
4507026464_00001,58
4507026628_00530,12
4507026800_00010,19
4507027474_00010,990
4507027478_00001,40
4507027519_00290,8
4507027519_00300,9
4507027564_00130,9
4507027659_00010,10
4507027947_00400,8
4507027962_00001,48
4507028360_00001,43
4507028453_00010,9
4507028453_00020,7
4507028517_00030,9
4507028822_00001,164
4507028867_00001,49
4507028873_00001,32
4507029103_00001,172
4507029113_00050,7
4507029249_00010,9
4507029258_00320,9
4507029601_00010,37
4507029601_00020,37
4507029669_00010,6
4507029707_00001,39
4507029991_00010,10
4507030076_00001,52
4507030349_00001,53
4507030429_00001,14
4507030475_00050,8
4507030610_00010,9
4507031078_00290,9
4507031352_00010,21
4507031410_00010,21
4507031500_00001,47
4507031815_00020,8
4507031821_00160,11
4507031969_00001,12
4507032012_00001,67
4507032119_00001,56
4507032137_00001,166
4507032157_00570,14
4507032159_00050,8
4507032376_00020,12
4507032397_00001,173
4507032507_00040,9
4507032509_00090,15
4507032510_00090,12
4507032848_00010,10
4507033080_00260,7
4507033122_00030,8
4507033128_00100,9
4507033389_00010,8
4507033398_00020,7
2000033461_00001,49
2000033466_00001,18
2000033515_00001,29
2000033530_00001,65
2000033540_00001,19
2000033620_00001,37
4507033780_00010,12
4507033818_00010,9
4507034204_00010,10
4507034353_00020,9
4507034568_00010,10
4507034789_00050,8
4507034797_00010,195
4507034895_00140,8
4507034899_00140,10
4507034901_00050,9
4507034928_00010,8
4507035099_00010,6
4507035108_00150,10
4507035342_00030,10
4507035342_00050,9
4507035342_00060,8
4507035342_00070,9
4507035342_00080,9
4507035342_00120,12
4507035342_00140,11
4507035342_00160,8
4507035342_00170,16
4507035342_00180,9
4507035342_00190,9
4507035342_00210,13
4507035639_00030,19
4507035641_00010,8
4507036108_00320,9
4507036220_00001,212
4507036304_00001,56
4507036327_00010,37
4507036327_00020,37
4507036370_00060,7
4507037061_00010,19
4507037095_00130,8
4507037128_00170,12
4507037131_00001,177
4507037213_00080,13
4507037219_00070,8
4507037411_00001,63
4507037735_00010,20
4507037743_00050,8
4507038407_00170,13
4507038648_00010,11
4507038697_00001,150
4507038748_00030,9
4507038750_00001,54
4507038857_00010,48
4507039016_00130,10
4507039017_00450,13
4507039192_00080,8
4507039283_00060,13
4507039573_00010,19
4507039581_00010,38
4507039581_00020,27
4507039585_00010,20
4507039737_00080,12
4507039751_00110,10
4507039754_00100,8
4507039773_00010,35
4507039778_00001,195
4507039787_00010,11
4507039807_00010,14
4507039811_00001,62
4507039813_00060,9
4507039817_00070,9
4507039972_00040,8
4507040355_00030,9
4507040372_00170,13
4507040850_00040,9
4507041123_00001,187
4507041265_00100,15
4507041357_00010,7
4507041695_00010,20
4507041713_00040,9
4507041720_00200,10
4507041910_00160,9
4507041912_00040,9
4507042038_00001,64
4508042105_00010,57
4508042306_00020,10
4508042307_00160,8
4508042710_00010,37
4508042735_00001,119
4508042737_00010,43
4508042816_00040,9
4508042864_00060,12
4508042871_00110,17
4508043351_00030,8
4508043729_00010,9
4508045313_00030,10
4508045313_00060,9
4508045947_00010,13
4508046028_00130,10
4508046181_00001,155
4508046183_00001,138
4508046192_00001,175
4508046290_00001,147
4508046304_00001,55
4508046306_00001,54
4508046524_00001,58
4508046755_00060,21
4508047526_00040,7
4508047542_00050,11
4508048097_00040,10
4508048107_00020,10
4508048286_00010,40
4508048312_00020,8
4508048570_00010,8
4508048617_00001,125
4508048794_00010,10
4508048929_00001,27
4508048987_00001,42
4508049299_00001,152
4508049532_00020,11
4508049613_00060,8
4508049613_00260,8
4508049786_00001,45
4508049836_00110,9
4508050097_00001,172
4508050897_00020,9
4508051102_00010,48
4508051301_00001,53
4508051317_00010,8
4508052115_00001,113
4508052202_00110,13
4508052288_00010,9
4508052339_00010,41
4508052396_00060,10
4508052398_00040,10
4508052467_00001,54
2000052714_00001,21
4508053854_00010,106
4508053941_00040,11
4508053951_00001,48
4508055243_00030,13
4508055408_00001,32
4508055773_00001,100
4508055781_00001,51
4508055866_00130,7
4508056385_00010,38
4508056526_00010,10
4508056760_00110,15
4508056830_00030,9
4508056830_00040,9
4508056852_00001,12
4508057182_00001,120
4508057194_00001,51
4508057517_00001,106
4508057596_00010,15
4508057614_00010,7
4508057645_00001,45
4508057646_00001,40
4508057740_00030,7
4508057974_00010,9
4508058527_00020,39
4508058538_00010,29
4508058677_00110,8
4508059878_00010,8
4508059878_00020,8
4508059894_00001,137
4508060002_00001,47
4508060100_00060,8
4508060221_00030,9
4508060223_00040,8
4508060676_00001,12
4508060979_00001,26
4508061129_00001,13
4508061460_00001,132
4508061465_00001,35
4508061887_00001,38
4508062379_00001,19
4508062548_00160,9
4508062773_00001,30
4508062914_00001,53
4508062993_00001,177
4508063451_00020,9
4508063562_00130,9
4508063944_00001,114
4508064047_00100,7
4508064189_00001,43
4508064212_00010,12
4508065022_00001,137
4508065312_00020,8
4508065312_00030,9
4508065319_00010,23
4508065338_00001,12
4508065353_00001,37
4508065754_00010,27
4508065972_00010,37
4508066038_00030,8
4508066425_00010,19
4508066643_00010,10
4508067047_00010,8
4508067213_00010,9
4508067450_00001,160
4508067462_00001,46
4508067723_00001,30
4508068608_00010,10
4508068893_00001,158
4508068922_00001,50
4508069025_00010,14
4508069373_00010,11
4508069817_00060,9
4508070352_00001,122
4508070405_00001,45
4508071001_00010,150
4508071003_00010,9
4508071078_00010,6
4508071349_00001,107
4508071434_00001,52
4508072558_00001,11
4508074006_00050,10
